,YearsCode,ConvertedCompYearly
42038,7,30372.0
42039,3,
42040,2,
42041,20,
42042,5,
42043,15,
42044,12,67848.0
42045,14,41508.0
42046,39,112890.0
42047,10,35628.0
42048,16,106109.0
42049,20,100000.0
42050,15,91883.0
42051,10,
42052,1,
42053,26,70264.0
42054,10,250000.0
42055,6,52728.0
42056,5,
42057,30,180000.0
42058,5,
42059,8,
42060,6,
42061,1,
42062,10,38915.0
42063,6,130397.0
42064,11,
42065,15,75936.0
42066,20,55130.0
42067,10,64260.0
42068,7,90804.0
42069,7,
42070,1,
42071,20,
42072,28,71868.0
42073,8,
42074,6,
42075,11,
42076,9,
42077,5,2724.0
42078,3,
42079,7,184296.0
42080,6,21924.0
42081,40,
42082,21,54049.0
42083,6,54000.0
42084,16,51888.0
42085,42,
42086,22,68748.0
42087,7,35028.0
42088,3,53184.0
42089,15,83352.0
42090,6,
42091,12,42804.0
42092,5,7116.0
42093,1,
42094,10,32429.0
42095,5,1536.0
42096,10,
42097,2,2304.0
42098,2,14268.0
42099,3,
42100,10,
42102,5,
42103,7,
42104,2,
42105,15,15564.0
42106,18,81672.0
42107,4,
42108,13,27144.0
42109,10,59454.0
42110,25,24000.0
42111,7,132143.0
42112,14,85104.0
42113,14,
42114,1,
42115,17,152473.0
42116,3,
42117,15,8556.0
42118,30,56460.0
42119,20,108098.0
42120,20,
42121,12,29580.0
42122,5,
42123,17,828636.0
42124,7,51887.0
42125,6,
42126,9,28860.0
42127,12,9075.0
42128,25,4392.0
42129,9,
42130,4,
42131,12,67848.0
42132,1,
42133,5,
42134,25,28584.0
42135,22,32429.0
42136,6,
42137,25,
42138,5,92500.0
42139,6,34344.0
42140,15,28105.0
42141,11,
42142,6,
42143,45,13343.0
42145,15,43239.0
42146,18,86844.0
42147,15,38915.0
42148,18,86844.0
42149,30,24540.0
42150,12,19546.0
42151,1,
42152,12,38916.0
42153,10,15096.0
42154,5,
42155,8,54049.0
42156,10,18156.0
42157,6,28632.0
42158,8,
42159,6,30876.0
42160,19,40212.0
42161,30,
42162,12,56040.0
42163,4,12972.0
42164,16,
42165,4,
42166,20,
42167,11,38916.0
42168,4,
42169,1,
42170,7,
42171,15,
42172,20,27923.0
42173,7,23592.0
42174,4,
42175,17,
42176,2,
42177,3,
42178,20,49092.0
42179,10,33508.0
42180,5,
42181,35,61368.0
42182,7,11169.0
42183,6,
42184,8,15600.0
42186,17,154378.0
42187,6,
42188,10,33508.0
42189,6,
42190,15,3912.0
42191,4,2460.0
42192,2,
42193,6,6732.0
42194,12,78263.0
42195,1,
42196,6,51900.0
42197,10,9432.0
42198,5,
42199,3,5832.0
42200,6,4032.0
42201,7,48644.0
42202,4,
42203,23,227.0
42204,18,30156.0
42205,4,
42206,8,54049.0
42207,7,
42208,7,
42209,6,
42210,20,67092.0
42211,15,56460.0
42212,7,21012.0
42213,6,12972.0
42214,10,34591.0
42215,6,37697.0
42216,11,73644.0
42217,5,
42218,13,92627.0
42219,17,103776.0
42220,6,16754.0
42221,15,1037736.0
42222,14,58026.0
42223,7,
42224,18,75936.0
42225,5,57072.0
42226,16,
42227,7,7679.0
42228,6,38395.0
42229,19,96000.0
42230,7,
42231,2,
42232,18,16754.0
42233,14,129259.0
42234,14,10776.0
42235,10,
42236,17,9354.0
42237,28,86402.0
42238,12,28584.0
42239,10,31812.0
42240,4,
42241,37,19896.0
42242,10,55847.0
42243,10,
42244,11,30261.0
42245,18,54049.0
42246,15,13248.0
42247,8,
42248,9,
42249,3,
42250,10,59454.0
42251,12,69068.0
42252,16,111375.0
42253,5,36753.0
42254,30,
42255,14,91128.0
42257,10,32970.0
42258,2,
42259,15,25944.0
42260,12,
42261,4,
42262,7,36000.0
42263,46,
42264,11,64630.0
42265,30,13212.0
42266,5,
42267,20,44320.0
42268,17,
42269,9,
42270,8,27492.0
42271,20,103776.0
42272,15,50824.0
42273,16,48000.0
42274,7,
42275,6,
42276,8,
42277,22,56211.0
42278,12,115500.0
42279,12,32429.0
42280,21,32424.0
42281,2,49032.0
42282,30,71340.0
42283,4,
42284,5,
42285,16,
42286,20,39564.0
42287,22,96000.0
42288,3,54888.0
42290,12,
42291,10,14580.0
42292,5,
42293,20,140400.0
42294,37,45396.0
42295,11,86478.0
42296,21,58368.0
42297,32,
42298,18,
42299,7,45564.0
42300,5,
42301,3,
42302,25,99756.0
42303,3,
42305,12,47184.0
42307,8,49200.0
42308,8,77832.0
42309,12,24648.0
42310,10,15564.0
42311,10,29832.0
42312,3,12828.0
42313,2,
42314,17,28308.0
42315,31,183767.0
42316,6,
42317,10,32424.0
42318,25,64860.0
42319,6,
42320,15,42864.0
42321,3,32429.0
42322,10,4887.0
42323,17,
42324,17,36060.0
42325,30,13500.0
42326,5,
42327,7,
42328,3,
42329,12,43239.0
42330,28,68102.0
42331,22,
42332,12,73507.0
42333,5,6480.0
42334,12,59676.0
42335,33,86478.0
42336,25,
42337,13,59544.0
42338,15,
42339,12,75669.0
42340,3,
42341,4,
42342,13,41077.0
42343,8,57292.0
42345,10,
42346,17,54480.0
42347,5,
42348,8,32424.0
42349,7,7536.0
42350,5,70264.0
42351,7,16860.0
42352,3,
42353,4,
42354,17,29586.0
42355,25,90802.0
42356,5,
42357,13,67500.0
42358,11,
42359,20,90154.0
42360,2,2820.0
42361,13,81074.0
42362,23,43239.0
42363,24,152473.0
42364,12,34799.0
42365,13,
42366,3,2019.0
42367,25,
42368,12,
42369,12,12972.0
42370,17,32906.0
42371,10,73548.0
42372,39,108098.0
42373,21,
42374,13,
42375,18,
42376,20,
42377,12,25980.0
42378,19,75669.0
42379,10,9888.0
42380,20,
42381,23,
42382,2,
42383,15,38915.0
42384,19,
42385,20,65532.0
42386,5,
42387,4,23352.0
42389,25,61368.0
42390,18,68052.0
42391,4,
42392,9,34428.0
42393,6,
42394,5,28800.0
42395,2,
42396,8,
42397,5,
42398,16,
42399,25,121572.0
42400,3,25944.0
42401,8,
42402,9,33732.0
42403,11,42528.0
42404,6,
42405,25,
42406,9,2400.0
42407,30,116333.0
42409,5,
42410,3,
42411,4,
42412,18,79980.0
42413,5,16464.0
42414,22,102693.0
42415,8,47412.0
42416,10,
42417,6,58368.0
42418,14,93393.0
42419,30,75936.0
42420,3,32424.0
42421,4,
42422,12,37620.0
42423,23,
42424,8,50124.0
42425,10,10596.0
42426,10,19956.0
42427,6,
42428,19,101016.0
42429,6,
42430,7,
42431,12,
42432,8,36193.0
42433,11,53040.0
42434,16,15084.0
42435,12,36444.0
42436,6,127164.0
42437,4,4668.0
42438,8,
42439,30,112456.0
42440,10,12456.0
42441,4,8436.0
42442,3,
42443,6,22836.0
42444,8,
42445,3,43239.0
42446,3,
42447,19,51276.0
42448,5,19212.0
42449,15,64859.0
42450,4,
42451,8,
42452,7,77831.0
42453,4,5585.0
42454,20,51887.0
42455,9,
42456,4,
42457,15,31308.0
42458,10,81074.0
42459,3,46704.0
42460,20,70264.0
42461,5,
42462,14,52536.0
42463,12,
42464,27,75669.0
42465,4,
42466,3,
42467,4,
42468,3,
42469,13,38916.0
42470,3,
42471,13,882084.0
42472,9,7020.0
42473,11,30792.0
42474,3,28536.0
42475,22,
42476,6,41077.0
42477,4,29856.0
42478,10,37632.0
42479,7,9075.0
42480,2,
42482,6,
42483,24,
42484,4,
42485,11,
42486,10,18150.0
42487,7,
42488,5,
42489,10,
42490,13,49296.0
42491,6,
42492,2,
42493,4,63792.0
42494,3,28308.0
42495,7,
42496,8,
42497,15,75669.0
42498,12,11676.0
42499,15,
42500,10,133080.0
42501,21,40404.0
42502,21,75669.0
42503,5,2508.0
42504,7,
42505,4,5028.0
42506,4,
42507,12,28584.0
42508,5,
42509,7,41885.0
42510,10,78371.0
42511,9,59172.0
42512,12,84316.0
42513,9,6981.0
42514,9,
42515,25,77556.0
42516,4,42528.0
42517,24,
42518,21,
42519,3,
42520,7,46533.0
42521,20,
42522,21,82956.0
42523,12,29124.0
42524,7,46915.0
42525,6,12972.0
42526,4,45564.0
42527,7,
42528,11,46828.0
42529,12,
42530,4,59000.0
42531,10,1885.0
42532,24,61368.0
42533,3,
42534,20,32429.0
42535,4,
42536,10,25944.0
42537,26,70264.0
42538,12,70264.0
42539,3,
42540,6,5585.0
42541,5,
42542,28,48600.0
42543,4,
42544,30,
42545,6,70264.0
42546,5,9084.0
42547,6,56000.0
42548,20,90000.0
42549,6,28105.0
42550,10,46944.0
42551,10,28860.0
42552,7,
42553,13,
42554,5,3684.0
42556,35,91883.0
42557,10,12972.0
42558,5,
42559,10,51888.0
42560,4,
42561,6,
42562,15,48036.0
42563,7,38915.0
42564,6,
42565,20,72000.0
42566,11,44208.0
42568,21,124176.0
42569,20,46704.0
42570,6,9108.0
42571,15,
42572,9,
42573,7,
42574,16,15564.0
42575,10,
42576,8,
42577,12,24000.0
42578,2,
42579,12,59016.0
42580,20,37834.0
42581,22,118675.0
42582,6,4020.0
42583,23,52248.0
42584,3,
42585,7,389148.0
42586,6,57000.0
42587,6,37752.0
42588,18,
42589,20,13860.0
42591,5,50201.0
42592,6,6588.0
42593,3,45564.0
42594,9,42528.0
42595,20,60129.0
42596,5,7908.0
42597,14,49296.0
42598,10,
42599,6,
42600,20,68068.0
42601,16,75000.0
42602,2,24228.0
42603,9,
42604,6,
42605,8,32424.0
42606,4,22056.0
42607,3,36324.0
42608,9,
42609,6,9228.0
42610,3,
42611,27,72385.0
42612,2,
42613,8,
42614,14,38916.0
42615,7,18876.0
42616,35,108098.0
42617,6,18150.0
42618,4,
42619,9,5700.0
42620,10,47736.0
42621,12,62697.0
42622,16,64859.0
42623,2,
42624,26,160343.0
42625,21,
42626,4,
42627,4,4946.0
42628,22,24720.0
42629,6,11532.0
42630,15,804252.0
42631,50,160000.0
42632,10,51888.0
42633,8,
42634,20,49308.0
42635,6,
42636,37,114156.0
42637,13,57292.0
42638,7,32429.0
42639,4,
42640,3,
42641,15,20760.0
42642,5,59454.0
42643,5,
42644,4,
42646,10,19452.0
42647,4,23352.0
42648,30,77832.0
42649,16,81924.0
42650,7,
42651,6,16488.0
42652,6,
42653,5,5184.0
42654,16,
42655,38,108098.0
42656,17,
42657,5,
42658,20,74783.0
42659,15,87959.0
42660,35,54049.0
42661,15,91128.0
42662,11,70800.0
42663,10,
42664,23,
42665,5,
42666,18,58639.0
42667,11,49185.0
42668,17,
42669,14,7908.0
42670,9,
42671,2,
42672,7,57072.0
42673,30,59454.0
42674,19,
42675,10,
42676,18,804252.0
42677,15,
42678,20,103774.0
42679,12,51636.0
42680,10,20063.0
42681,3,
42682,3,48644.0
42683,18,
42684,13,53844.0
42685,10,
42686,10,9228.0
42687,12,31344.0
42688,14,
42689,22,81319.0
42690,5,7200.0
42691,7,32424.0
42692,17,108098.0
42693,2,
42694,12,12048.0
42695,10,115000.0
42696,30,67021.0
42697,7,
42698,26,34904.0
42699,10,
42700,2,
42701,10,45401.0
42702,26,
42703,9,18096.0
42704,9,
42705,20,29964.0
42706,2,
42707,4,3108.0
42708,25,64860.0
42709,12,17868.0
42710,14,49296.0
42711,9,
42712,4,
42713,15,
42714,3,
42715,5,
42716,6,77831.0
42717,5,
42718,23,160000.0
42719,30,30000.0
42720,3,
42721,4,18996.0
42723,5,25944.0
42724,15,73639.0
42725,12,64859.0
42726,3,
42727,5,18948.0
42728,3,
42730,8,
42731,3,34920.0
42732,13,
42733,20,45396.0
42734,20,40704.0
42735,5,2508.0
42736,23,
42737,4,
42738,7,2429.0
42739,22,
42740,12,27923.0
42741,6,21264.0
42742,10,4944.0
42743,10,
42744,8,
42745,5,5364.0
42746,2,
42748,30,
42749,2,
42750,19,72426.0
42751,13,75669.0
42752,36,38915.0
42753,4,
42754,7,35028.0
42755,28,204996.0
42756,12,43404.0
42757,33,
42758,27,140527.0
42759,3,45401.0
42760,13,38916.0
42761,13,75669.0
42762,17,42408.0
42763,15,48644.0
42764,24,
42765,11,
42766,15,
42767,3,
42768,30,54372.0
42769,9,
42770,7,89365.0
42771,5,72948.0
42772,14,35028.0
42773,6,
42774,10,59454.0
42775,10,64859.0
42776,2,18372.0
42777,9,83772.0
42778,15,59454.0
42779,19,24648.0
42780,5,
42781,7,16860.0
42782,25,
42783,6,64859.0
42784,7,
42785,3,
42786,9,30240.0
42787,4,
42788,1,
42789,30,
42790,22,48644.0
42791,5,
42792,11,217800.0
42793,4,13416.0
42794,35,100214.0
42795,37,93276.0
42796,21,
42797,20,92964.0
42798,10,
42799,16,41436.0
42800,4,
42801,9,21264.0
42802,8,
42803,20,162147.0
42804,18,
42805,3,19800.0
42806,25,
42807,7,39996.0
42808,10,35028.0
42809,20,41004.0
42810,6,4152.0
42811,6,37462.0
42812,11,47023.0
42813,4,
42814,5,37356.0
42815,7,
42816,20,36444.0
42817,9,
42818,25,120000.0
42819,2,
42820,5,13164.0
42821,14,
42822,23,
42823,8,27408.0
42824,7,26520.0
42825,23,73507.0
42826,18,
42827,21,
42828,25,
42829,9,50806.0
42830,15,53592.0
42831,22,110509.0
42832,11,19644.0
42833,7,
42834,3,
42835,4,15120.0
42836,4,10471.0
42837,13,
42838,2,
42839,3,
42840,4,
42841,2,
42842,15,105715.0
42843,25,140000.0
42844,6,19740.0
42845,8,25224.0
42846,33,87960.0
42847,5,7679.0
42848,6,
42849,6,
42850,24,97288.0
42851,14,34904.0
42852,7,
42853,9,
42854,7,
42855,8,19236.0
42856,7,38916.0
42857,26,
42858,7,
42859,3,
42860,15,64859.0
42861,13,55847.0
42862,20,30192.0
42863,1,
42864,10,16860.0
42865,14,41077.0
42866,2,
42867,14,82464.0
42868,3,
42869,8,
42870,3,
42871,17,80424.0
42872,13,50100.0
42873,1,
42875,4,
42876,9,12372.0
42877,2,
42878,22,
42879,2,
42880,3,12996.0
42881,12,60535.0
42882,6,48877.0
42883,11,51888.0
42884,12,94560.0
42885,12,
42886,14,
42887,6,
42888,5,
42889,10,16836.0
42890,2,
42891,2,
42892,40,79776.0
42893,5,
42894,12,16752.0
42895,7,6612.0
42896,20,
42897,16,
42898,9,7788.0
42899,15,170170.0
42900,18,
42901,4,8424.0
42902,24,32988.0
42903,9,11028.0
42904,6,
42905,10,13752.0
42906,31,56211.0
42907,16,
42908,4,9792.0
42909,35,
42910,5,
42911,20,42804.0
42912,1,
42913,10,25224.0
42914,11,13740.0
42915,2,
42918,5,
42919,24,71345.0
42920,10,116333.0
42921,10,18408.0
42922,10,73188.0
42923,6,
42924,6,
42925,8,25944.0
42926,4,
42927,5,
42928,9,32424.0
42929,12,19392.0
42930,12,67452.0
42931,5,18804.0
42932,3,19458.0
42933,3,
42934,1,
42935,7,
42936,6,
42937,19,52212.0
42938,8,84572.0
42939,8,75669.0
42940,22,
42942,16,42528.0
42943,8,7548.0
42944,5,27180.0
42945,8,47736.0
42946,10,56720.0
42947,20,1037736.0
42948,23,86844.0
42949,6,13584.0
42950,18,92964.0
42951,10,350232.0
42952,5,17388.0
42953,25,37620.0
42954,6,108098.0
42955,7,42158.0
42956,16,15728.0
42957,5,8592.0
42958,17,17616.0
42959,9,22512.0
42960,24,72426.0
42961,5,9600.0
42962,30,97288.0
42963,9,
42964,23,
42965,6,
42966,8,19956.0
42967,5,
42968,10,39577.0
42969,6,
42970,28,135722.0
42971,5,10080.0
42972,6,
42973,17,32988.0
42974,4,13962.0
42975,13,75669.0
42976,16,
42977,3,
42978,3,
42979,21,1245288.0
42980,3,
42981,5,
42982,3,46533.0
42983,10,4812.0
42984,6,57551.0
42985,25,86478.0
42986,15,49296.0
42987,6,130000.0
42988,9,150000.0
42989,7,65900.0
42990,10,
42991,7,46704.0
42992,11,15084.0
42993,3,
42994,13,48644.0
42995,15,
42997,12,55130.0
42998,4,
42999,20,59454.0
43000,12,12972.0
43001,9,18848.0
43002,10,
43003,15,19236.0
43004,2,
43005,1,
43006,9,
43007,22,77832.0
43008,8,71340.0
43009,9,37125.0
43010,10,
43011,9,
43012,30,
43014,6,132.0
43015,10,33732.0
43016,20,
43017,14,54972.0
43018,5,
43019,6,
43020,20,
43021,4,5268.0
43022,10,
43023,8,63337.0
43024,18,29832.0
43025,10,56748.0
43026,29,76812.0
43027,9,54049.0
43028,45,
43029,5,
43030,5,5448.0
43031,6,
43032,9,32429.0
43033,15,83469.0
43034,15,77832.0
43035,5,25128.0
43036,2,
43037,3,
43038,2,2508.0
43039,13,
43040,6,56106.0
43041,5,5604.0
43042,6,15564.0
43043,3,82332.0
43044,2,
43045,4,
43046,7,9216.0
43047,15,27144.0
43048,7,
43049,11,38880.0
43050,20,
43051,15,73200.0
43052,9,18677.0
43053,5,
43054,28,
43055,8,64324.0
43056,7,
43057,12,20943.0
43058,9,7980.0
43059,15,40200.0
43060,21,56460.0
43061,25,
43062,17,72636.0
43063,15,49296.0
43064,9,
43065,20,90204.0
43066,14,16752.0
43067,26,86976.0
43068,5,11000.0
43070,3,
43071,5,
43072,25,310248.0
43073,16,
43074,8,11676.0
43075,9,38916.0
43076,4,14256.0
43077,5,
43078,22,
43079,10,19068.0
43080,7,
43081,2,
43082,14,1675.0
43083,34,86478.0
43084,4,18300.0
43086,7,12972.0
43087,5,
43088,1,
43089,7,
43090,1,
43091,15,122580.0
43092,5,
43093,3,
43094,19,136000.0
43095,5,
43096,6,8400.0
43097,9,
43098,12,24900.0
43099,4,
43100,30,86478.0
43101,30,
43102,10,15358.0
43103,27,129720.0
43104,4,
43105,3,
43106,41,
43107,9,
43108,4,
43109,7,
43110,11,20616.0
43111,6,
43112,6,9773.0
43113,28,
43114,2,
43115,12,91240.0
43116,36,59454.0
43117,12,101649.0
43118,9,72426.0
43119,8,13740.0
43120,22,713448.0
43121,7,32676.0
43122,2,
43123,3,
43124,21,64737.0
43125,15,58368.0
43126,3,
43127,33,175000.0
43129,3,
43130,1,
43131,6,
43132,7,
43133,14,26760.0
43134,9,78000.0
43135,19,69723.0
43136,9,
43137,8,31164.0
43138,12,41508.0
43139,9,
43140,8,15012.0
43141,7,
43142,13,62697.0
43143,22,44100.0
43144,12,
43145,20,
43146,13,87108.0
43147,5,
43148,4,3516.0
43149,8,15096.0
43150,5,217800.0
43151,1,
43152,14,10992.0
43153,8,11328.0
43154,32,
43155,10,97288.0
43156,26,102102.0
43157,7,25656.0
43158,5,4908.0
43159,6,
43160,9,
43161,3,
43162,21,
43163,30,
43164,10,
43165,30,1926228.0
43166,8,
43167,3,42528.0
43168,4,
43169,10,25944.0
43170,2,
43171,10,
43172,7,
43173,2,
43174,3,
43175,10,18912.0
43176,1,
43177,4,
43178,10,
43179,4,
43180,25,
43181,3,
43182,6,33096.0
43183,8,25944.0
43184,10,
43185,5,
43186,30,35028.0
43187,18,78912.0
43188,30,
43189,15,92784.0
43190,25,51888.0
43191,4,
43192,14,45401.0
43193,12,
43194,15,46074.0
43195,7,16752.0
43196,3,32424.0
43197,18,41077.0
43198,10,
43199,10,54276.0
43200,8,41185.0
43201,16,58368.0
43202,2,
43203,6,
43204,22,47826.0
43205,10,34836.0
43206,7,56460.0
43207,8,
43208,21,27216.0
43209,30,25200.0
43210,6,62697.0
43211,14,45600.0
43212,12,23352.0
43213,12,
43214,14,37834.0
43215,4,20016.0
43216,5,8040.0
43217,7,51888.0
43218,2,
43219,10,
43220,20,
43221,13,13200.0
43222,35,
43223,14,86478.0
43224,6,
43225,13,49680.0
43226,2,
43227,5,
43228,11,50400.0
43229,2,41077.0
43230,15,38400.0
43231,22,78912.0
43232,38,
43233,1,
43234,7,
43235,3,
43237,4,
43238,5,
43240,2,
43241,9,
43242,5,
43243,30,55000.0
43244,15,22776.0
43245,6,48000.0
43246,3,9624.0
43247,26,73997.0
43248,5,45228.0
43249,5,
43250,15,41077.0
43251,20,64859.0
43252,30,
43253,19,62697.0
43254,30,54049.0
43255,49,
43256,3,18156.0
43257,6,
43258,8,
43259,7,
43260,4,21264.0
43261,18,68102.0
43263,7,
43264,18,
43265,2,
43266,5,
43267,4,5640.0
43268,12,30267.0
43269,6,
43270,10,60000.0
43271,10,45401.0
43272,10,
43274,5,43239.0
43275,31,97288.0
43276,5,
43277,3,
43278,7,
43279,27,145000.0
43280,2,
43281,3,
43282,12,60972.0
43283,15,
43284,4,
43285,7,
43286,11,42677.0
43287,38,
43288,4,
43289,6,
43290,10,
43291,10,40489.0
43292,10,62268.0
43293,12,26400.0
43294,7,12420.0
43295,13,64859.0
43296,15,38915.0
43297,3,38592.0
43298,9,16212.0
43299,20,
43300,5,44100.0
43301,12,113447.0
43302,2,
43303,5,
43304,4,
43305,23,33612.0
43306,32,232000.0
43307,15,82726.0
43308,2,
43309,13,47563.0
43310,10,
43311,26,
43312,3,9732.0
43313,19,70464.0
43314,9,48036.0
43315,11,31128.0
43316,19,21504.0
43317,28,41077.0
43318,20,150000.0
43319,8,37834.0
43320,8,25980.0
43321,8,18360.0
43322,7,
43323,3,
43324,14,
43325,15,
43326,15,64859.0
43327,2,
43328,7,
43329,7,5448.0
43330,9,41415.0
43331,1,
43332,22,137226.0
43333,1,
43334,24,
43335,5,4128.0
43336,22,60780.0
43337,6,
43338,22,36753.0
43339,5,25131.0
43340,7,
43341,10,10536.0
43342,14,
43343,2,
43344,16,
43345,2,
43346,2,
43347,22,65799.0
43349,6,50806.0
43350,35,
43351,23,
43352,20,
43353,3,
43354,5,
43355,7,120000.0
43356,13,36000.0
43358,5,
43359,23,64860.0
43360,7,4189.0
43361,5,80000.0
43362,3,
43363,14,15600.0
43364,4,3576.0
43365,2,
43366,10,58373.0
43367,30,
43368,27,61980.0
43369,10,41688.0
43370,35,
43371,4,
43372,5,
43373,15,41508.0
43374,15,112442.0
43376,10,19546.0
43377,5,48644.0
43378,4,15564.0
43379,5,
43380,10,3120.0
43381,18,40572.0
43382,8,35700.0
43383,9,8412.0
43384,20,54000.0
43386,50,
43387,2,
43388,5,
43389,22,48644.0
43390,6,
43391,11,100000.0
43393,20,32316.0
43394,3,
43395,4,
43396,35,
43397,13,12828.0
43398,27,49160.0
43399,40,95652.0
43400,10,140000.0
43401,5,11784.0
43402,5,6876.0
43403,12,105072.0
43404,25,
43405,10,62268.0
43406,3,
43408,7,4620.0
43409,4,
43410,20,200000.0
43411,14,62352.0
43412,6,2304.0
43413,20,77832.0
43414,5,
43415,1,
43417,3,
43418,7,
43419,4,
43420,18,97584.0
43421,1,
43422,20,67452.0
43423,7,18150.0
43424,2,
43425,4,
43426,16,
43427,10,22536.0
43428,6,21708.0
43429,2,
43430,13,
43431,8,9072.0
43432,1,
43433,37,59676.0
43434,4,
43435,11,27025.0
43436,6,
43437,23,23364.0
43438,6,86478.0
43439,27,
43440,31,380000.0
43441,8,28308.0
43442,4,
43443,9,
43444,14,22068.0
43445,3,
43446,6,
43447,12,8377.0
43448,6,
43449,19,690240.0
43450,17,71093.0
43451,6,18492.0
43452,25,
43453,5,
43454,10,39492.0
43455,6,
43456,2,
43457,8,6276.0
43458,2,
43459,6,18708.0
43460,2,
43461,10,
43462,5,1701700.0
43463,26,162147.0
43464,37,111814.0
43465,5,6000.0
43466,4,
43467,12,
43468,24,54049.0
43469,7,77832.0
43470,2,
43471,25,120000.0
43472,11,
43473,40,71093.0
43474,17,111694.0
43475,21,447528.0
43476,2,
43477,7,25944.0
43478,4,
43480,7,11700.0
43481,19,101649.0
43482,10,42656.0
43483,15,
43484,11,46983.0
43485,5,
43486,6,105072.0
43487,8,14124.0
43488,4,43239.0
43489,4,
43490,20,200000.0
43491,13,36024.0
43492,7,
43493,3,
43494,8,
43495,39,56211.0
43496,11,
43497,7,3780.0
43498,3,
43499,3,
43500,8,26527.0
43501,4,6900.0
43502,1,
43503,13,9876.0
43504,6,27252.0
43505,3,
43507,2,
43508,12,
43509,5,
43510,8,
43511,20,37080.0
43512,8,56723.0
43513,9,16164.0
43514,4,3864.0
43515,18,
43516,11,105884.0
43517,3,
43518,9,8377.0
43519,3,
43520,7,40980.0
43521,35,
43522,11,
43523,20,155112.0
43524,8,15564.0
43525,6,6981.0
43526,3,
43527,4,
43528,8,24300.0
43529,4,
43531,7,10860.0
43532,1,
43533,15,64859.0
43534,4,54564.0
43535,15,64859.0
43536,20,79776.0
43537,27,136136.0
43538,5,
43539,25,
43540,6,25944.0
43541,20,60752.0
43542,4,
43543,8,64859.0
43545,3,
43546,7,38916.0
43547,2,
43548,14,97308.0
43549,20,10810.0
43550,4,
43551,7,20208.0
43552,5,7692.0
43553,4,
43554,17,43239.0
43555,3,
43556,10,
43557,5,38915.0
43558,16,110000.0
43559,4,
43560,7,8400.0
43561,8,25656.0
43562,3,
43563,5,
43564,3,
43565,18,
43566,20,
43567,1,
43568,19,47563.0
43569,7,
43570,15,29604.0
43571,9,17508.0
43572,3,21.0
43573,4,
43574,10,
43575,2,
43576,13,28248.0
43577,9,30240.0
43578,3,
43579,9,81433.0
43580,9,21972.0
43581,6,1716.0
43582,4,
43583,7,876300.0
43584,10,
43585,23,84564.0
43586,6,
43587,7,38400.0
43588,6,6485.0
43589,15,
43590,4,11328.0
43591,12,130000.0
43592,9,
43593,8,16800.0
43594,10,37834.0
43595,23,39552.0
43596,3,
43597,6,
43598,6,
43599,5,50316.0
43600,5,
43601,38,
43602,15,
43603,4,38778.0
43604,15,
43605,5,
43606,5,
43607,8,
43608,17,
43609,10,
43610,4,59400.0
43611,10,36000.0
43612,9,
43613,12,60505.0
43614,5,
43615,30,81074.0
43616,12,
43618,22,
43619,16,
43620,1,
43622,12,
43623,7,
43624,3,5028.0
43625,16,
43626,2,
43627,5,11028.0
43628,8,
43629,9,1513350.0
43630,3,51708.0
43631,14,
43632,4,52942.0
43633,13,
43634,4,
43635,2,
43636,2,70000.0
43637,36,54049.0
43638,4,65000.0
43639,9,
43640,15,640476.0
43641,6,
43642,2,
43643,5,
43644,9,140527.0
43645,13,
43646,17,1000000.0
43647,25,93402.0
43648,5,
43649,7,
43650,12,
43651,7,
43652,40,160000.0
43653,5,
43654,4,
43655,4,
43656,6,
43657,30,
43658,11,
43659,6,
43660,3,12612.0
43661,8,
43662,9,30716.0
43663,25,73644.0
43664,10,48936.0
43665,9,6648.0
43666,10,
43667,4,
43668,6,
43669,6,
43670,6,1200000.0
43671,6,
43672,15,51888.0
43673,8,
43674,15,37476.0
43675,10,
43676,4,36303.0
43677,20,70264.0
43678,6,80000.0
43679,6,27252.0
43680,10,15420.0
43681,5,6696.0
43682,5,
43683,30,
43684,6,6048.0
43685,10,
43686,5,101649.0
43687,6,
43688,6,11724.0
43689,7,
43690,1,
43691,7,14184.0
43692,4,
43693,14,
43694,25,27492.0
43695,16,77052.0
43696,13,22812.0
43697,20,160000.0
43698,14,10560.0
43699,3,
43701,3,
43702,18,
43703,19,
43704,10,45408.0
43705,4,
43706,20,120000.0
43707,2,
43708,3,
43709,9,48866.0
43710,39,230000.0
43711,3,
43712,14,13962.0
43713,10,51704.0
43714,9,
43716,8,
43717,11,40500.0
43718,2,
43719,16,
43720,17,45600.0
43721,4,
43722,4,
43723,5,
43724,12,39204.0
43725,20,77225.0
43726,21,105000.0
43727,3,
43728,10,48846.0
43729,8,36300.0
43730,16,45373.0
43731,8,12624.0
43732,15,87000.0
43733,2,
43734,9,23735.0
43735,2,
43736,10,
43737,6,
43738,6,
43739,5,75936.0
43740,38,
43741,9,56616.0
